Date,Open,High,Low,Close,Volume,Company
2020-04-17,177.6503031386441,179.46306133393637,168.858428657526,175.1577606201172,89851063,SBIN.NS
2020-04-20,175.83753487723214,178.87391021262323,172.25734041253372,174.47796630859375,81958510,SBIN.NS
2020-04-21,170.39926903173628,170.58054208380568,165.86737357876459,167.4535369873047,53042420,SBIN.NS
2020-04-22,168.13331176455893,171.7588279212071,164.37184428413505,171.03372192382812,61503413,SBIN.NS
2020-04-23,170.1726632741537,172.12137266104008,167.8160722586314,169.22096252441406,50955312,SBIN.NS
2020-04-24,166.77374174200278,166.77374174200278,162.2418465859701,162.921630859375,65137305,SBIN.NS
2020-04-27,166.32056519602526,166.32056519602526,163.60142789036817,163.96397399902344,42996571,SBIN.NS
2020-04-28,164.9609798079777,167.99735502335488,164.23587383398134,167.045654296875,49590230,SBIN.NS
2020-04-29,167.68013437366005,173.84351505182246,166.3205657165763,172.30267333984375,57470466,SBIN.NS
2020-04-30,175.38435952494464,177.55966387842625,171.94011610672564,172.66522216796875,63063889,SBIN.NS
2020-05-04,165.36885222503773,166.3205529781555,161.33546828398735,162.10589599609375,58118177,SBIN.NS
2020-05-05,164.05461482570504,164.28120959756376,152.99679272504952,154.44699096679688,91050439,SBIN.NS
2020-05-06,155.126774564769,157.07549789188764,150.95743908000415,155.0814666748047,73156432,SBIN.NS
2020-05-07,154.85487989529608,156.39572165027332,152.99679991271412,154.7642364501953,42942399,SBIN.NS
2020-05-08,156.30508230227474,157.52869969196897,150.5495829739589,151.04808044433594,55932236,SBIN.NS
2020-05-11,152.22635095233193,153.08740824006338,149.5525356566412,149.9604034423828,54591827,SBIN.NS
2020-05-12,148.8274375294793,152.72487021800595,145.79107600430203,151.274658203125,70752542,SBIN.NS
2020-05-13,161.83398215117188,161.83398215117188,154.53762803227886,157.80059814453125,81720683,SBIN.NS
2020-05-14,154.94550138316924,155.67060741519924,151.81849631467756,152.2263641357422,48136531,SBIN.NS
2020-05-15,152.22637789765264,152.4982944130272,149.28064561329995,150.8214874267578,35495540,SBIN.NS
2020-05-18,150.82146481186086,150.82146481186086,140.4887494189526,140.7606658935547,77349435,SBIN.NS
2020-05-19,142.7546991926523,143.0719373896235,138.1321605438392,138.49472045898438,71522334,SBIN.NS
2020-05-20,138.67599760554378,140.71535051150767,136.999190795208,139.03854370117188,66168767,SBIN.NS
2020-05-21,139.26514593360326,141.53109372835922,137.31643636221222,137.72430419921875,61147471,SBIN.NS
2020-05-22,137.76960999608946,141.03257997546373,135.4583407465532,136.72727966308594,87064198,SBIN.NS
2020-05-26,138.1321787223213,138.85728481779051,136.13814733246727,137.22579956054688,48275988,SBIN.NS
2020-05-27,137.72429520460872,145.74575540627197,136.68196481919344,143.75172424316406,88195120,SBIN.NS
2020-05-28,144.52214932607802,147.1959649900803,142.02960672179233,143.38917541503906,76968678,SBIN.NS
2020-05-29,141.48579054664432,146.74277854128215,140.67004101522767,146.19895935058594,58363280,SBIN.NS
2020-06-01,148.64616470500826,155.3533641656965,148.05702385260543,154.1297607421875,92740893,SBIN.NS
2020-06-02,153.99379695275806,155.2627359364789,151.5465762537744,154.31103515625,70419104,SBIN.NS
2020-06-03,156.3504065869813,163.0576069026712,155.8972170026712,158.5257110595703,113168889,SBIN.NS
2020-06-04,158.52567811730955,161.01822031305497,155.44399511648624,157.75526428222656,83494674,SBIN.NS
2020-06-05,160.0212371703771,172.03076056803974,159.52272588593397,170.21800231933594,201321234,SBIN.NS
2020-06-08,178.55666275258585,179.00985225195788,168.40522073270122,169.3115997314453,151741826,SBIN.NS
2020-06-09,170.12734196884114,173.11839554802384,166.18460146785864,167.18161010742188,96654191,SBIN.NS
2020-06-10,167.27224629258708,171.30563005427072,166.59246204633996,170.12733459472656,67333317,SBIN.NS
2020-06-11,170.39926675120515,172.57457100741954,159.8399560192001,160.56504821777344,91726802,SBIN.NS
2020-06-12,154.08445899733698,163.14825070306267,153.90318592927218,162.37782287597656,92758901,SBIN.NS
2020-06-15,161.1995309371927,161.1995309371927,155.8972075888451,157.43804931640625,63613412,SBIN.NS
2020-06-16,161.3354909208878,162.19654835919115,153.5406245914871,156.71295166015625,63925976,SBIN.NS
2020-06-17,154.9908186113293,159.70398693755428,153.40465526296774,156.7582550048828,73866905,SBIN.NS
2020-06-18,156.2597600677516,163.73738806194402,155.08147823589567,162.8310089111328,58261857,SBIN.NS
2020-06-19,163.42013960389224,167.6347965027198,162.6950336239202,167.2269287109375,76895151,SBIN.NS
2020-06-22,167.68011407428617,173.7981722905101,167.00032982803904,170.12733459472656,80023958,SBIN.NS
2020-06-23,171.84949070950756,175.02181770381625,170.2633272123532,174.4326629638672,65487085,SBIN.NS
2020-06-24,176.5626448872822,176.6532744957671,166.68310476612868,167.3175811767578,74668987,SBIN.NS
2020-06-25,165.14227909545505,169.31162873602267,163.51079385217867,167.90673828125,73620385,SBIN.NS
2020-06-26,170.39926447018362,170.94309744208087,166.5924751576438,167.3175811767578,49176958,SBIN.NS
2020-06-29,165.86738184206655,165.95802528774067,161.78867573119607,162.4684600830078,50966428,SBIN.NS
2020-06-30,164.14524458888724,165.7767157461272,160.65567986093765,161.7433319091797,43613239,SBIN.NS
2020-07-01,162.64972201428142,168.04267473690834,161.87930809976163,167.4988555908203,54012853,SBIN.NS
2020-07-02,168.2692552110314,170.39925138544788,166.77373539852346,168.08798217773438,52127276,SBIN.NS
2020-07-03,169.17563945742148,169.35692632658993,166.2299076266369,167.408203125,38048810,SBIN.NS
2020-07-06,169.13034838625128,172.07608050991686,168.7224667203148,170.44459533691406,43773740,SBIN.NS
2020-07-07,169.4928879158647,171.48691912529603,166.81907239661038,170.94309997558594,55124494,SBIN.NS
2020-07-08,171.21499075697025,178.96453411736326,170.7618012485291,173.9341278076172,143063102,SBIN.NS
2020-07-09,174.74987717801875,182.18218234857815,174.52328242385386,180.46006774902344,89539723,SBIN.NS
2020-07-10,179.46305446310984,183.54176024636234,176.56264422773523,177.28775024414062,111406477,SBIN.NS
2020-07-13,180.18815847728274,181.09453753015615,173.66223206264357,174.65924072265625,61949761,SBIN.NS
2020-07-14,174.29668959542224,174.29668959542224,167.3175738560832,168.63182067871094,62239932,SBIN.NS
2020-07-15,170.35393569919052,172.1666937568148,165.86736227261977,166.59246826171875,58527305,SBIN.NS
2020-07-16,167.6801364565856,169.44757296670002,164.6437608859483,168.8131103515625,46546803,SBIN.NS
2020-07-17,169.31161074002347,171.7588314297007,167.68012567015637,170.58053588867188,47035238,SBIN.NS
2020-07-20,172.21201565443766,175.1577475011583,171.0790418672374,172.8917999267578,45672856,SBIN.NS
2020-07-21,174.43265205218808,177.83157361918413,173.57159468793185,176.20008850097656,59281860,SBIN.NS
2020-07-22,177.3783800439075,178.33008082707724,172.3026655840804,174.0247802734375,62276152,SBIN.NS
2020-07-23,174.38732837223006,180.46007923455144,173.2543545292965,179.6896514892578,70801412,SBIN.NS
2020-07-24,177.3783832205074,177.92221620069995,172.80116609966944,173.97946166992188,65265493,SBIN.NS
2020-07-27,174.93115281439262,175.1124258543686,169.03968911857112,169.6288299560547,50697767,SBIN.NS
2020-07-28,170.39926931783265,172.66521704812297,168.35991636057136,171.71351623535156,51488617,SBIN.NS
2020-07-29,170.03671115629515,176.9705051872302,169.49287820748808,173.29966735839844,73763368,SBIN.NS
2020-07-30,174.47795904559078,175.3843380536198,168.63181720985267,169.0850067138672,48472816,SBIN.NS
2020-07-31,170.39927051111644,176.6079728676896,169.22097491706452,173.52627563476562,145892485,SBIN.NS
2020-08-03,174.02477852730817,176.3813696019642,172.25734213643958,174.25137329101562,72454278,SBIN.NS
2020-08-04,175.2483947822025,175.65626258849628,172.66520895859722,173.6622314453125,43866676,SBIN.NS
2020-08-05,174.7045712288175,178.42073106461638,173.11840780650658,173.52627563476562,68888892,SBIN.NS
2020-08-06,174.2966915728104,176.29072268806567,172.438611781,173.0730743408203,59740172,SBIN.NS
2020-08-07,173.52626873571805,174.11542342444415,171.80415404920433,172.80116271972656,44822338,SBIN.NS
2020-08-10,173.88884395640648,177.19712229320857,173.75287878693288,175.65628051757812,48784530,SBIN.NS
2020-08-11,176.74390862969975,178.37539362925392,175.61093485643244,176.7892303466797,43890305,SBIN.NS
2020-08-12,177.65030593759028,185.12793361098375,176.38138071299227,184.26687622070312,157818228,SBIN.NS
2020-08-13,186.26089491931432,187.89237997662775,181.9555944284786,182.9979248046875,70443118,SBIN.NS
2020-08-14,183.9949489913824,184.90132805045326,176.38137042728602,178.10348510742188,56169088,SBIN.NS
2020-08-17,179.87090887821606,180.05218191125408,173.57157762598536,175.02178955078125,54787889,SBIN.NS
2020-08-18,175.6562686378096,177.42370507944815,173.7528670358929,176.83456420898438,46294169,SBIN.NS
2020-08-19,178.0128198728987,181.54770606859918,177.55963039885336,178.6019744873047,59296062,SBIN.NS
2020-08-20,175.8375344429457,177.96753072731713,175.15775016030543,176.51731872558594,37504602,SBIN.NS
2020-08-21,180.36944029006466,182.63538803240215,179.14582297710342,179.8256072998047,68041871,SBIN.NS
2020-08-24,181.27581051287785,183.8136746261075,180.00688537138643,182.59005737304688,53850253,SBIN.NS
2020-08-25,184.9013121384751,188.93469583819171,183.72301669703373,188.48150634765625,105394375,SBIN.NS
2020-08-26,188.98002658381282,190.6568333110195,186.8500303444147,190.20364379882812,66749637,SBIN.NS
2020-08-27,190.79278585093806,196.23106003196244,190.79278585093806,195.46063232421875,80997993,SBIN.NS
2020-08-28,196.68426543031006,204.75103391816384,196.50299237568646,203.79934692382812,95974037,SBIN.NS
2020-08-31,209.87205557412696,209.87205557412696,190.6568239651761,192.15234375,119986476,SBIN.NS
2020-09-01,193.1493642991713,198.40635126805336,191.42723595570516,197.68125915527344,75048313,SBIN.NS
2020-09-02,197.81722893687342,198.4970132287527,192.4242763206804,196.0044708251953,47608088,SBIN.NS
2020-09-03,197.13745681687405,197.81724115072535,192.42428820155465,193.1947021484375,38594129,SBIN.NS
2020-09-04,190.3396025831519,192.42427718701674,186.6234429053821,187.25791931152344,54435758,SBIN.NS
2020-09-07,188.0736416778239,190.0223509872066,186.17024025404635,188.43618774414062,35687359,SBIN.NS
2020-09-08,188.4362064565606,188.98003944028625,183.90431102633792,184.9466552734375,34146789,SBIN.NS
2020-09-09,182.27284050303402,182.5447431657943,174.47797479813528,176.60797119140625,72715826,SBIN.NS
2020-09-10,179.19113122652948,182.59005258450708,176.9251836545444,179.5989990234375,67789617,SBIN.NS
2020-09-11,179.96157004997067,184.76538196537686,178.55667970250556,183.72303771972656,48487971,SBIN.NS
2020-09-14,186.62345988725684,186.8953763960253,178.87392928396875,179.916259765625,63605531,SBIN.NS
2020-09-15,181.18516366397702,182.18218613512357,178.64731342877948,181.41175842285156,51761038,SBIN.NS
2020-09-16,181.13988206832346,181.32115513568502,177.87691153482095,179.64434814453125,52404964,SBIN.NS
2020-09-17,178.55665406173827,179.46303301636638,176.74389615248205,177.15176391601562,41223296,SBIN.NS
2020-09-18,177.65030215728848,178.73795430240605,171.94011110761187,174.56861877441406,55286316,SBIN.NS
2020-09-21,174.9764915265719,175.38435936369373,167.00035252072647,168.40524291992188,57611375,SBIN.NS
2020-09-22,168.72245477066943,170.67117802799532,164.19055951676754,168.7677764892578,51210889,SBIN.NS
2020-09-23,170.53520873890366,171.26031472800264,164.0546042149955,166.59246826171875,44320497,SBIN.NS
2020-09-24,164.1452353674382,164.77969787408233,159.0695076537945,159.83993530273438,46114798,SBIN.NS
2020-09-25,162.24184753957047,165.64076892657266,159.6586617533502,165.1422576904297,46550127,SBIN.NS
2020-09-28,166.7737354232727,170.53520272816664,166.18459460740843,169.71946716308594,41921548,SBIN.NS
2020-09-29,170.85245361406538,171.2603214269355,166.093963526671,167.72544860839844,35688726,SBIN.NS
2020-09-30,167.72545444761911,169.31161786530487,165.32354154554653,168.0426788330078,37641083,SBIN.NS
2020-10-01,169.49287892451758,173.29966809153234,169.4022354892508,172.4839324951172,43588724,SBIN.NS
2020-10-05,174.02477235099337,175.65625735783323,169.5381989548686,171.07904052734375,41694686,SBIN.NS
2020-10-06,173.20904192048678,174.11542097013822,170.67117781541342,173.6622314453125,31098726,SBIN.NS
2020-10-07,174.52328809060666,175.06710722011243,171.39628314764678,172.8464813232422,34578053,SBIN.NS
2020-10-08,173.4356429080525,177.4690270577229,172.71053687625567,173.57159423828125,43351606,SBIN.NS
2020-10-09,174.02477925734252,180.18815962208944,172.7105323883755,179.73497009277344,64907230,SBIN.NS
2020-10-12,181.00391332888597,186.66878301137646,178.78328717939937,180.0975341796875,69122798,SBIN.NS
2020-10-13,180.05221852415767,181.2758359489123,176.83458350026345,177.37840270996094,34948525,SBIN.NS
2020-10-14,175.88287683310304,182.09156571279132,174.97649768305382,181.32115173339844,40548275,SBIN.NS
2020-10-15,182.18219579071067,183.54176441601447,174.0247840388878,174.7952117919922,49184123,SBIN.NS
2020-10-16,175.8375591107743,178.33010183012806,173.6622546332559,177.60499572753906,36893126,SBIN.NS
2020-10-19,177.83154756282272,185.44513905547814,177.69559625216175,184.90130615234375,60220779,SBIN.NS
2020-10-20,182.18220323985307,185.21857882594975,181.9102867376246,184.040283203125,39316753,SBIN.NS
2020-10-21,185.53577038087863,187.89236120942041,180.23346176202767,184.67471313476562,54515523,SBIN.NS
2020-10-22,182.99793716585745,185.44517183225707,182.2728449405144,184.26687622070312,33721637,SBIN.NS
2020-10-23,184.90135772371977,186.35156998306428,182.6807314386759,183.81370544433594,32707020,SBIN.NS
2020-10-26,183.72303391764706,184.90132946953173,177.28775084700274,178.28475952148438,45470123,SBIN.NS
2020-10-27,178.7832571844088,179.05517364959778,174.2513621987457,176.42666625976562,37794381,SBIN.NS
2020-10-28,176.74390014975165,176.74390014975165,171.35094801379552,172.619873046875,46458319,SBIN.NS
2020-10-29,171.6228765974314,172.84648000215222,168.4958578481251,171.03372192382812,44822673,SBIN.NS
2020-10-30,171.62286999502774,174.02476882430648,168.7224461170925,171.5322265625,41519686,SBIN.NS
2020-11-02,174.20606771795792,178.78328513512218,172.2573581015628,177.6956329345703,52600119,SBIN.NS
2020-11-03,179.4630569625687,186.53281651805264,179.1005108644401,185.58111572265625,69890201,SBIN.NS
2020-11-04,184.44814138366405,189.43322628592523,179.5083782011092,187.62046813964844,117577856,SBIN.NS
2020-11-05,195.77788003806984,200.30977540932147,194.64490619525694,198.17977905273438,138023646,SBIN.NS
2020-11-06,198.49702589351105,201.0802118995668,196.72958938790606,198.6782989501953,73147085,SBIN.NS
2020-11-09,201.66934784561192,201.8052991772291,196.7295845633082,198.95021057128906,60359458,SBIN.NS
2020-11-10,202.21318917212187,212.99909527299567,202.12254572714056,210.00804138183594,135294550,SBIN.NS
2020-11-11,210.9597246961289,216.94183198115758,206.4278294287577,212.2739715576172,107094861,SBIN.NS
2020-11-12,211.36757719205644,211.50354233837595,204.52441306801546,205.56675720214844,58859905,SBIN.NS
2020-11-13,203.93527466984455,209.05631047945562,199.494023109133,207.96865844726562,70676525,SBIN.NS
2020-11-14,210.27995988396808,211.09569557555668,206.4278485498868,208.14996337890625,7753219,SBIN.NS
2020-11-17,210.1440075510619,218.98120409919596,209.37357975579204,217.71226501464844,80501583,SBIN.NS
2020-11-18,216.98713512341897,229.31389551314095,215.6275665729458,228.4075164794922,104514060,SBIN.NS
2020-11-19,224.78199387790016,228.22623687272366,216.62458280975056,217.3043670654297,82284278,SBIN.NS
2020-11-20,218.89053998450171,222.42541273786705,212.0473754094131,220.0235137939453,84411129,SBIN.NS
2020-11-23,220.70331416172257,223.10521328066483,215.80887248037894,216.35269165039062,57538324,SBIN.NS
2020-11-24,217.98416296048407,222.06286871234346,217.07778390451534,221.02053833007812,47636611,SBIN.NS
2020-11-25,222.47073269439687,226.5041166580236,218.98118168709476,220.25010681152344,74767232,SBIN.NS
2020-11-26,221.15648679447995,223.1958396440192,217.66692194205854,222.47073364257812,64248318,SBIN.NS
2020-11-27,222.47072393901192,223.19582990882583,219.3890408551103,221.38307189941406,54355703,SBIN.NS
2020-12-01,222.06287260772118,225.64306717555135,221.38308830382,224.82733154296875,37003272,SBIN.NS
2020-12-02,225.0992613394139,227.3652091530571,221.24715005622048,223.830322265625,56723083,SBIN.NS
2020-12-03,225.96030717622665,234.75218147707943,224.7820116073965,232.30494689941406,79266442,SBIN.NS
2020-12-04,232.93940795666805,239.6012992805234,229.81240310617838,238.83087158203125,79252024,SBIN.NS
2020-12-07,239.10277212528158,246.03659369036802,238.3776799804126,244.3597869873047,76053084,SBIN.NS
2020-12-08,245.58341450715045,248.0759568930819,240.4170428612043,246.4444580078125,65617502,SBIN.NS
2020-12-09,246.62575999129447,249.1636104209801,243.997266119014,245.0395965576172,48495641,SBIN.NS
2020-12-10,243.8159709571821,245.62872910556263,240.68895208702799,244.31446838378906,38676657,SBIN.NS
2020-12-11,244.76764610384342,250.3872071567162,244.76764610384342,246.94297790527344,50255223,SBIN.NS
2020-12-14,248.34787266223898,250.296582189351,246.8523526837807,248.52915954589844,31946501,SBIN.NS
2020-12-15,248.39317626547628,248.39317626547628,243.045545215765,245.31149291992188,34890948,SBIN.NS
2020-12-16,247.26019583683075,248.03062356785134,243.36277695354136,244.1785125732422,24844177,SBIN.NS
2020-12-17,244.72234078135483,246.67105018510773,241.73130101377998,242.63768005371094,25904699,SBIN.NS
2020-12-18,242.63769942268416,246.4898106498921,240.1904647553186,246.03662109375,29816205,SBIN.NS
2020-12-21,243.31746182914057,243.81595923177417,227.5464583985285,230.854736328125,55160758,SBIN.NS
2020-12-22,230.94537733507516,234.4802638154019,225.00859198100738,233.3472900390625,51189571,SBIN.NS
2020-12-23,232.89411837224117,239.19343645502937,231.67050106794585,238.37770080566406,29056404,SBIN.NS
2020-12-24,240.1904569585509,243.68002195967023,239.87321874745012,241.8672637939453,28585509,SBIN.NS
2020-12-28,243.58936063791495,250.1606085062866,242.9095763756696,249.43551635742188,36870242,SBIN.NS
2020-12-29,250.43255451427834,253.6955250702016,248.9823699654211,251.8827667236328,45032526,SBIN.NS
2020-12-30,251.97338666543817,252.60786309174324,246.98830167745288,250.9763641357422,30971894,SBIN.NS
2020-12-31,249.25424648834206,251.29359941415575,247.0789422329063,249.2089385986328,29467966,SBIN.NS
2021-01-01,249.16360370788996,253.78614255073438,248.7104141676208,253.2423095703125,24531791,SBIN.NS
2021-01-04,255.4629280276535,257.3209939232434,251.74676857598166,254.73780822753906,31450608,SBIN.NS
2021-01-05,252.01873079597448,256.0068214882459,251.0670436801589,255.37234497070312,27393072,SBIN.NS
2021-01-06,256.5052459617336,262.07947103975795,255.0550340920426,258.3633117675781,40765708,SBIN.NS
2021-01-07,261.943509811979,264.4813597425013,260.1307519586089,260.7652282714844,30546600,SBIN.NS
2021-01-08,262.9405861642355,264.11886794671705,258.499334043465,259.22442626953125,32543357,SBIN.NS
2021-01-11,261.03717851216817,261.2184653947773,253.42359967099554,256.0520935058594,29703173,SBIN.NS
2021-01-12,253.78616619925214,266.33952316656456,251.88276442065836,265.11590576171875,44307145,SBIN.NS
2021-01-13,268.2882045179148,279.1647533497221,266.9286359139389,278.07708740234375,78042133,SBIN.NS
2021-01-14,277.98648789845123,280.2977435963245,275.3579663151498,278.4849853515625,40123498,SBIN.NS
2021-01-15,278.077091492439,281.7932512633978,273.0920065378709,275.4032897949219,35307601,SBIN.NS
2021-01-18,275.08608236812665,279.7539296340365,264.8440086522274,266.88336181640625,54969750,SBIN.NS
2021-01-19,269.7837042749694,274.17964796451537,268.6507305230499,270.644775390625,35803901,SBIN.NS
2021-01-20,270.826054085564,276.17371270788016,269.0586315016661,274.2249755859375,33759304,SBIN.NS
2021-01-21,275.5392432655102,276.5815736865538,264.20950464439545,267.2458801269531,29995203,SBIN.NS
2021-01-22,267.8350014016356,270.1009489600251,255.96143066357627,257.1397399902344,44440810,SBIN.NS
2021-01-25,257.8647897008202,261.0371157604085,251.1122560240727,254.64715576171875,34034630,SBIN.NS
2021-01-27,253.96739411068205,258.1820507169357,247.1695519520502,249.84335327148438,39211107,SBIN.NS
2021-01-28,246.4444946729903,256.82254739716825,244.26919016282346,255.91616821289062,48717297,SBIN.NS
2021-01-29,258.8618560180377,263.43905904681674,252.97039233400898,255.6895294189453,42300984,SBIN.NS
2021-02-01,258.40868884844326,284.51239605681866,256.27869241563076,281.61199951171875,103414068,SBIN.NS
2021-02-02,285.50939022471874,305.81227466415584,285.50939022471874,301.91485595703125,121434166,SBIN.NS
2021-02-03,302.5040019403347,308.07822745522657,295.2982775714913,304.498046875,66420168,SBIN.NS
2021-02-04,303.09316613627914,324.4837184727254,300.10212616427606,321.855224609375,145203439,SBIN.NS
2021-02-05,350.7686897261344,370.1198878309798,349.0918829640788,356.297607421875,214955688,SBIN.NS
2021-02-08,360.7388482286738,369.62135151784616,357.7931164278115,359.8777770996094,79389205,SBIN.NS
2021-02-09,359.6058594949944,365.7239175960434,352.5814224160121,357.8384094238281,63869990,SBIN.NS
2021-02-10,357.1586624282923,360.6482273892608,351.6750801042662,355.5271911621094,54163507,SBIN.NS
2021-02-11,355.1193298374528,359.7872044560064,351.90169501037786,353.6238098144531,36392708,SBIN.NS
2021-02-12,354.3942469066555,361.9625183253803,349.4544694853181,356.34295654296875,53589755,SBIN.NS
2021-02-15,360.28565937089473,371.11689969165064,358.6541882039782,368.8509521484375,56608937,SBIN.NS
2021-02-16,373.42816225930954,376.82708363909694,362.8235164901756,364.6816101074219,80365431,SBIN.NS
2021-02-17,365.27075202724177,376.01134915120844,362.6875662388711,373.2015686035156,74161370,SBIN.NS
2021-02-18,385.25639404385146,387.65832059181116,374.96901422429517,376.3285827636719,67154539,SBIN.NS
2021-02-19,376.14730515761215,376.14730515761215,358.019724186161,362.14373779296875,66155518,SBIN.NS
2021-02-22,363.0954503663463,363.4579964516558,349.5450726015199,353.0346374511719,52535049,SBIN.NS
2021-02-23,355.30056766860133,362.2796970262885,352.5814306711375,358.56353759765625,45462768,SBIN.NS
2021-02-24,359.8324854266827,372.0686026893029,358.20101418919745,368.21649169921875,39632090,SBIN.NS
2021-02-25,372.5217851670408,376.056657888352,368.4883873777989,369.12286376953125,46988836,SBIN.NS
2021-02-26,362.098460158779,363.4580288452325,350.76872110499994,353.6238098144531,64450414,SBIN.NS
2021-03-01,358.11037759850547,360.46696872253716,354.39421786374334,357.97442626953125,29677890,SBIN.NS
2021-03-02,358.0197394223151,362.14375320462744,353.98634142032154,357.2946472167969,30534337,SBIN.NS
2021-03-03,359.379314935539,370.6184102992803,358.9261253832874,367.12884521484375,46268223,SBIN.NS
2021-03-04,361.37335958034487,365.72396821235327,357.5212483909954,358.60888671875,43603653,SBIN.NS
2021-03-05,358.0197070455635,358.0197070455635,342.7019073901429,347.7322998046875,72179228,SBIN.NS
2021-03-08,352.0829747361394,356.56953471385725,349.9076427536754,353.12530517578125,39147858,SBIN.NS
2021-03-09,356.6148845489193,357.9291177087604,346.46342709247557,351.31256103515625,28054083,SBIN.NS
2021-03-10,354.4848509535254,356.2069656114055,349.59040962989485,351.4031677246094,22677399,SBIN.NS
2021-03-12,355.0286741965049,356.3882427303278,342.1580810121169,345.4210510253906,35336355,SBIN.NS
2021-03-15,346.68999815972404,349.8623249402705,334.77111878776964,347.95892333984375,42722585,SBIN.NS
2021-03-16,349.4997605046783,351.5391133280401,340.88915969492854,343.1097717285156,38196452,SBIN.NS
2021-03-17,342.7925671955283,344.1068002195137,331.7800396282238,333.6834411621094,33143064,SBIN.NS
2021-03-18,336.71984360801395,339.89217053298853,327.2935062773315,332.7317810058594,39405038,SBIN.NS
2021-03-19,329.87664522646963,337.98872060916165,323.8038949154335,336.4025573730469,60309145,SBIN.NS
2021-03-22,337.17303949091024,337.8981317374449,329.4688168143706,332.6411437988281,28461974,SBIN.NS
2021-03-23,334.1819787871313,342.56598530038633,332.6864311725875,337.8074951171875,41032380,SBIN.NS
2021-03-24,334.0006960908073,334.4991935282374,325.0728564840965,326.1605224609375,42318999,SBIN.NS
2021-03-25,326.29647035696803,327.0668981107431,312.88207097315717,321.94586181640625,57495003,SBIN.NS
2021-03-26,326.29642546218497,328.1091833814193,321.356649068075,323.7585754394531,40718848,SBIN.NS
2021-03-30,326.3870966806981,330.1938720389263,322.9428397445948,327.02154541015625,39405124,SBIN.NS
2021-03-31,326.56836195930134,333.4115404105168,324.43839331166174,330.1938781738281,38651025,SBIN.NS
2021-04-01,333.27560015473773,337.0823757101415,329.10625083744304,335.94940185546875,31883453,SBIN.NS
2021-04-05,333.09434852068074,334.6352041902815,316.37164159197414,320.4503479003906,51743981,SBIN.NS
2021-04-06,322.39904497453415,323.5773266966268,316.5981968213255,317.7311706542969,44147709,SBIN.NS
2021-04-07,318.36568192469025,329.19692401807066,315.0574035022697,324.98223876953125,48023602,SBIN.NS
2021-04-08,327.20285220919027,329.2875130565745,321.1301012286445,322.30841064453125,33370259,SBIN.NS
2021-04-09,321.2207379141432,330.3751720828308,318.3203414770651,319.9518127441406,46473100,SBIN.NS
2021-04-12,311.7944125874405,311.7944125874405,292.35256969184536,298.0627746582031,75501713,SBIN.NS
2021-04-13,300.91787460192904,310.20826079069343,299.55830589137815,309.0752868652344,49773360,SBIN.NS
2021-04-15,310.07228640886075,315.01203576046936,304.63401197080003,310.6161193847656,52992349,SBIN.NS
2021-04-16,310.88799698469444,313.1539444845829,306.9452428027902,308.0782165527344,37766793,SBIN.NS
2021-04-19,296.5218839073633,300.96313546911597,291.21956123260605,300.14739990234375,53304377,SBIN.NS
2021-04-20,303.72761401166923,308.07822222739446,296.1140358039038,298.6518859863281,41296147,SBIN.NS
2021-04-22,295.4796053464731,306.03891699930136,293.0323705570122,305.1325378417969,49105833,SBIN.NS
2021-04-23,300.6006270919663,308.07825476918185,300.6006270919663,304.9512634277344,44223940,SBIN.NS
2021-04-26,307.4891112825343,314.921431005588,307.4891112825343,312.0663146972656,49234985,SBIN.NS
2021-04-27,311.79441152719977,321.71927377227814,310.34419942985795,319.99713134765625,46003023,SBIN.NS
2021-04-28,323.5773228861433,330.1938789285813,322.7162517190275,329.3781433105469,56696255,SBIN.NS
2021-04-29,330.8283527156187,335.314940070069,322.2177517545272,325.75262451171875,63692926,SBIN.NS
2021-04-30,320.3597214036059,328.562441641067,317.64058395554184,320.405029296875,53832840,SBIN.NS
2021-05-03,316.87014067030424,319.49863454295576,309.4378209443977,317.7765197753906,43691860,SBIN.NS
2021-05-04,321.7645814985164,328.9249708786379,317.41397286921335,318.5922546386719,57749307,SBIN.NS
2021-05-05,323.12412819031704,323.985199343661,315.419906340057,322.1271057128906,40872501,SBIN.NS
2021-05-06,324.48370126950726,325.7073185242703,317.7311662543103,322.2630615234375,36294427,SBIN.NS
2021-05-07,324.03054279292786,328.1092489259857,319.95183665987,324.7103271484375,38357618,SBIN.NS
2021-05-10,326.7496448756373,332.6411086528679,325.2087894389335,327.8373107910156,41739324,SBIN.NS
2021-05-11,323.44133315012596,332.0972410399782,321.5379318270853,330.5110778808594,41892770,SBIN.NS
2021-05-12,328.8342944438896,338.5325609351442,328.018558865301,333.27557373046875,53436590,SBIN.NS
2021-05-14,335.36025472715534,337.6262023942307,325.8885824145827,326.704345703125,51722170,SBIN.NS
2021-05-17,330.28449705886874,349.1371965692474,329.6047128191782,347.2337951660156,106555796,SBIN.NS
2021-05-18,353.48781628106605,355.79907170793757,344.46933400662135,346.46337890625,70917710,SBIN.NS
2021-05-19,346.23683546364924,353.0346790918623,345.51174320750516,348.4121398925781,48189573,SBIN.NS
2021-05-20,350.76870500234344,351.4937972043004,346.2368095888765,348.5480651855469,42898608,SBIN.NS
2021-05-21,353.4878259055893,366.53967856077395,342.61127741618657,363.6392822265625,192810772,SBIN.NS
2021-05-24,377.9600367470016,379.95408157820873,367.3553915582488,373.47344970703125,142964052,SBIN.NS
